영업상태코드,영업상태명,상세영업상태명,전화번호,소재지우편번호,지번주소,도로명주소,도로명주소_검색용,도로명우편번호,사업장명,데이터갱신구분,데이터갱신일자,업태구분명,
1,영업/정상,영업,,121867,서울특별시 마포구 연남동 390-57,서울특별시 마포구 동교로38안길 23 지층 (연남동),서울 마포구 동교로38안길,3982,쨈지달,U,2020.12.6 23:00,기타,
1,영업/정상,영업,02-701-5996,121806,서울특별시 마포구 노고산동 31-8번지 ,서울특별시 마포구 백범로1길 21 (노고산동),서울 마포구 백범로1길,4101,쭈꾸미블루스 신촌본점,U,2018.12.12 2:40,한식,
1,영업/정상,영업,23060802,121830,서울특별시 마포구 상암동 16-5 1층,서울특별시 마포구 월드컵북로44길 50 (상암동1층),서울 마포구 월드컵북로44길,3930,쭈꾸미도사,U,2021.12.1 22:03,한식,
1,영업/정상,영업,02-711-8564,121803,서울특별시 마포구 공덕동 242-37번지 ,서울특별시 마포구 마포대로12길 33 (공덕동),서울 마포구 마포대로12길,4211,쭈꾸미랑순두부전문,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-719-8393,121875,서울특별시 마포구 용강동 40-1번지 ,서울특별시 마포구 토정로35길 4-1 (용강동),서울 마포구 토정로35길,4166,쭈꾸미숯불구이집,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-303-9883,121850,서울특별시 마포구 성산동 590-5번지 상암월드시티 201호 202호 ,서울특별시 마포구 월드컵로34길 13 상암월드컵시티 201호,서울 마포구 월드컵로34길,3938,쭈꾸미일당백,I,2018.8.31 23:59,한식,
1,영업/정상,영업,010-4667-6461,121893,서울특별시 마포구 서교동 369-44번지 4층일부 ,서울특별시 마포구 홍익로3길 36 (서교동 4층일부),서울 마포구 홍익로3길,4039,쭈대세,U,2018.11.30 2:40,한식,
1,영업/정상,영업,02-323-7292,121881,서울특별시 마포구 창전동 238 외2필지(237239) 1층일부,서울특별시 마포구 서강로 46 (창전동 1층일부),서울 마포구 서강로,4086,쭈앤쭈 광흥창역점,U,2020.12.7 22:07,한식,
1,영업/정상,영업,02-6010-2087,121836,서울특별시 마포구 서교동 332-5,서울특별시 마포구 와우산로29마길 6 (서교동 지하1층 일부),서울 마포구 와우산로29마길,4053,쭌곱창,U,2020.12.2 22:03,호프/통닭,
1,영업/정상,영업,02-337-9454,121843,서울특별시 마포구 성산동 54-1,서울특별시 마포구 월드컵북로23길 9 1층 (성산동),서울 마포구 월드컵북로23길,3966,찌개의정석,U,2019.11.1 22:06,기타,
1,영업/정상,영업,02-6393-5071,121904,서울특별시 마포구 상암동 1601번지 케이지아이티센터 ,서울특별시 마포구 월드컵북로 402 ,서울 마포구 월드컵북로,3925,찌개짱,I,2019.8.22 2:22,기타,
1,영업/정상,영업,02-704-9679,121872,서울특별시 마포구 염리동 147-19번지 1층 ,서울특별시 마포구 숭문길 28 1층 (염리동),서울 마포구 숭문길,4138,찌니네마약통닭 염리2호점,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,02-332-3885,121885,서울특별시 마포구 합정동 388-29 1층일부(102호),서울특별시 마포구 양화로1길 32 1층 102호,서울 마포구 양화로1길,4025,찐육개장,U,2019.11.1 22:04,한식,
1,영업/정상,영업,02-323-8288,121807,서울특별시 마포구 노고산동 49-6번지 ,서울특별시 마포구 신촌로12가길 33 (노고산동),서울 마포구 신촌로12가길,4057,찜땍,I,2018.8.31 23:59,일식,
1,영업/정상,영업,02-717-7991,121809,서울특별시 마포구 대흥동 259번지 ,서울특별시 마포구 백범로16길 8 (대흥동 1층일부),서울 마포구 백범로16길,4149,차돌소풍 본점,U,2018.11.18 2:37,한식,
1,영업/정상,영업,02-335-1066,121887,서울특별시 마포구 합정동 427-7번지 ,서울특별시 마포구 월드컵로 45-1 (합정동 2층),서울 마포구 월드컵로,4023,최가미록차돌쌈 합정본점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-701-7590,121130,서울특별시 마포구 구수동 57-7번지 ,서울특별시 마포구 창전로 46 1층 (구수동),서울 마포구 창전로,4087,차돌집,I,2018.8.31 23:59,일식,
1,영업/정상,영업,02-711-9293,121732,서울특별시 마포구 도화동 37번지 진도빌딩 1층 ,서울특별시 마포구 마포대로 44 진도빌딩 1층 1호 (도화동),서울 마포구 마포대로,4174,차돌풍 마포점,U,2019.3.7 2:40,기타,
1,영업/정상,영업,02-330-7800,121838,서울특별시 마포구 서교동 354-5번지 RYSE,서울특별시 마포구 양화로 130 RYSE 4층 (서교동),서울 마포구 양화로,4038,차르,U,2019.12.6 0:04,경양식,
1,영업/정상,영업,02-308-0011,121830,서울특별시 마포구 상암동 12-16번지 ,서울특별시 마포구 월드컵북로44길 76 2층 (상암동),서울 마포구 월드컵북로44길,3927,차림,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-337-0812,121865,서울특별시 마포구 연남동 228-57,서울특별시 마포구 동교로 248 2층,서울 마포구 동교로,3982,차만다 연남점,I,2020.12.9 0:08,경양식,
1,영업/정상,영업,02-712-0822,121874,서울특별시 마포구 염리동 168-9번지 재화스퀘어 B109호,서울특별시 마포구 독막로 311 재화스퀘어빌딩 지하1층 B109호 (염리동),서울 마포구 독막로,4156,차이나스토리 공덕재화스퀘어점,U,2020.5.24 2:40,중국식,
1,영업/정상,영업,02-719-0909,121731,서울특별시 마포구 도화동 536번지 정우빌딩 지하1층 11121415호 ,서울특별시 마포구 토정로37길 46 (도화동정우빌딩 지하1층 11121415호),서울 마포구 토정로37길,4157,차이홍 마포본점,I,2018.8.31 23:59,중국식,
1,영업/정상,영업,02-6085-7082,121867,서울특별시 마포구 연남동 383-42 라온오래 1호점,서울특별시 마포구 동교로38길 33-12 라온오래 1호점 2층 202호 (연남동),서울 마포구 동교로38길,3982,차차밀로,U,2020.12.8 0:06,기타,
1,영업/정상,영업,,121870,서울특별시 마포구 염리동 9-132번지 1층 ,서울특별시 마포구 숭문길 216 (염리동1층),서울 마포구 숭문길,4113,착한순우리,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-323-5520,121821,서울특별시 마포구 망원동 396-28번지 1층 ,서울특별시 마포구 희우정로10길 3 1층 (망원동),서울 마포구 희우정로10길,4017,착한탕,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-332-5347,121896,서울특별시 마포구 서교동 442-4,서울특별시 마포구 성미산로2길 43 지하1층 (서교동),서울 마포구 성미산로2길,3996,찬찬,U,2020.12.3 0:04,한식,
1,영업/정상,영업,02-707-1238,121856,서울특별시 마포구 신수동 457번지,서울특별시 마포구 광성로 28 벽산솔렌스힐아파트 상가동 102호,서울 마포구 광성로,4097,찬집,I,2018.11.24 2:37,기타,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 407-21번지 3층 ,서울특별시 마포구 어울마당로 60 3층 (서교동),서울 마포구 어울마당로,4049,찰리주막,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,02-334-1692,121819,서울특별시 마포구 동교동 201-6,서울특별시 마포구 동교로 187 (동교동),서울 마포구 동교로,3992,찰스숯불김밥 홍대동교본점,U,2020.12.5 23:07,분식,
1,영업/정상,영업,02-712-9997,121803,서울특별시 마포구 공덕동 256-5번지 ,서울특별시 마포구 마포대로6길 10 2층 (공덕동),서울 마포구 마포대로6길,4214,참나무본가 공덕점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121822,서울특별시 마포구 망원동 411-31번지 1층일부 ,서울특별시 마포구 망원로8길 36 (망원동 1층일부),서울 마포구 망원로8길,4010,참맛닭곰탕,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-323-8737,121829,서울특별시 마포구 합정동 411-14,서울특별시 마포구 독막로 43-1 1층 101호,서울 마포구 독막로,4074,참바른김밥,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-702-1953,121803,서울특별시 마포구 공덕동 256-20번지 ,서울특별시 마포구 만리재로1길 14 (공덕동),서울 마포구 만리재로1길,4214,참복집,I,2018.8.31 23:59,일식,
1,영업/정상,영업,02-302-8260,121830,서울특별시 마포구 상암동 11-11번지 1층 ,서울특별시 마포구 매봉산로2안길 18-6 1층 (상암동),서울 마포구 매봉산로2안길,3927,참복집 본관,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-711-5788,121803,서울특별시 마포구 공덕동 242-15번지 외1필지 2F동 ,서울특별시 마포구 마포대로12길 57 2F동 (공덕동외1필지),서울 마포구 마포대로12길,4210,참새방앗간,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,2226320090,121817,서울특별시 마포구 동교동 164-7번지 지하 1층 ,서울특별시 마포구 어울마당로 129-1 (동교동지하 1층),서울 마포구 어울마당로,4050,참새방앗간,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,02-304-4006,121845,서울특별시 마포구 성산동 161-8번지 1층일부 ,서울특별시 마포구 월드컵북로 201 (성산동 1층일부),서울 마포구 월드컵북로,3940,참숯돼지갈비,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-335-1693,121886,서울특별시 마포구 합정동 396-15번지 1층 ,서울특별시 마포구 포은로 9 (합정동 1층),서울 마포구 포은로,4020,참숯불풍천장어,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121885,서울특별시 마포구 합정동 386-40번지 1층 ,서울특별시 마포구 양화로3길 37-1 1층 (합정동),서울 마포구 양화로3길,4025,참숯화로양고기전문점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-979-0996,121896,서울특별시 마포구 서교동 476-32번지 ,서울특별시 마포구 월드컵로10길 15 1층 (서교동),서울 마포구 월드컵로10길,4004,참숲,I,2019.10.17 0:22,기타,
1,영업/정상,영업,02-706-2432,121875,서울특별시 마포구 용강동 43-2번지 ,서울특별시 마포구 토정로 311 (용강동),서울 마포구 토정로,4166,참식당생대구전문점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121802,서울특별시 마포구 공덕동 119-41번지 ,서울특별시 마포구 만리재옛길 43,서울 마포구 만리재옛길,4210,참좋은식사,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-706-6956,121130,서울특별시 마포구 구수동 57-11번지 1층일부 ,서울특별시 마포구 창전로 40-1 (구수동 1층일부),서울 마포구 창전로,4087,참참치킨 구수점,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,02-338-4806,121893,서울특별시 마포구 서교동 372-5 2층,서울특별시 마포구 양화로 100-10 (서교동2층),서울 마포구 양화로,4038,참치가 서교본점,U,2020.12.3 23:04,일식,
1,영업/정상,영업,02-6393-5223,121904,서울특별시 마포구 상암동 1601 KGIT201호202호203호,서울특별시 마포구 월드컵북로 402 (상암동 KGIT201호202호203호),서울 마포구 월드컵북로,3925,참치공방 상암점,U,2019.10.31 23:08,일식,
1,영업/정상,영업,02-3143-6946,121230,서울특별시 마포구 망원동 475-56번지 1층 ,서울특별시 마포구 방울내로 74 (망원동1층),서울 마포구 방울내로,3964,광참치,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121841,서울특별시 마포구 서교동 494,서울특별시 마포구 양화로 72 효성해링턴타워101동 제1층 129호 (서교동),서울 마포구 양화로,4044,참치야,I,2020.10.31 22:04,일식,
1,영업/정상,영업,02-363-1961,121803,서울특별시 마포구 공덕동 242-71번지 소담빌딩 ,서울특별시 마포구 마포대로12길 36 소담빌딩 2층 (공덕동),서울 마포구 마포대로12길,4211,더초심,U,2019.9.18 2:40,회집,
1,영업/정상,영업,02-717-2551,121805,서울특별시 마포구 공덕동 476 공덕파크자이,서울특별시 마포구 백범로 152 102동 1층 3호 (공덕동 공덕파크자이),서울 마포구 백범로,4148,참치정육점 공덕점,U,2020.12.6 22:09,일식,
1,영업/정상,영업,02-719-5001,121875,서울특별시 마포구 용강동 43-5번지 2층 일부 ,서울특별시 마포구 토정로 307 (용강동2층 일부),서울 마포구 토정로,4166,참치천국,I,2018.8.31 23:59,일식,
1,영업/정상,영업,,121899,서울특별시 마포구 동교동 185-6번지 더피플빌딩 ,서울특별시 마포구 신촌로12길 4 더피플빌딩 1층 101호 (동교동),서울 마포구 신촌로12길,4057,참치파티,I,2020.1.8 0:23,기타,
1,영업/정상,영업,02-702-3737,121810,서울특별시 마포구 대흥동 328-34번지 ,서울특별시 마포구 독막로 248 (대흥동 1층),서울 마포구 독막로,4150,참치한판,U,2019.7.24 2:40,일식,
1,영업/정상,영업,02-303-4343,121904,서울특별시 마포구 상암동 1610번지 DDMC타워 2층 206호207호208호 ,서울특별시 마포구 매봉산로 75 DDMC타워 2층,서울 마포구 매봉산로,3926,창고43 상암점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 147-24번지 ,서울특별시 마포구 양화로23길 22-6 지층 (동교동),서울 마포구 양화로23길,3985,창화당 연남점,I,2018.11.10 2:37,기타,
1,영업/정상,영업,02-704-5004,121140,서울특별시 마포구 신정동 28-2번지 ,서울특별시 마포구 창전로 20 (신정동 1층),서울 마포구 창전로,4093,채선당 광흥창점,U,2018.12.28 2:40,한식,
1,영업/정상,영업,02-305-5789,121835,서울특별시 마포구 상암동 1597 사보이시티디엠씨,서울특별시 마포구 월드컵북로54길 17 1층 128호 (상암동),서울 마포구 월드컵북로54길,3924,채선당 도시락&샐러드 상암점,U,2020.12.3 22:01,기타,
1,영업/정상,영업,02-312-2080,121849,서울특별시 마포구 성산동 515-32번지 월드컵주경기장 ,서울특별시 마포구 월드컵로 240 월드컵주경기장 2층 xhy30호 (성산동),서울 마포구 월드컵로,3932,채선당 행복가마솥밥 홈플러스월드컵점,I,2018.8.31 23:59,기타,
1,영업/정상,영업,,121919,서울특별시 마포구 서교동 490번지 메세나폴리스 ,서울특별시 마포구 양화로 45 지1층 B151-1호 (서교동 메세나폴리스),서울 마포구 양화로,4036,채선당 행복가마솥밥 합정메세나점,I,2019.1.26 2:21,기타,
1,영업/정상,영업,02-332-0078,121865,서울특별시 마포구 연남동 227-23번지 1층지1층 ,서울특별시 마포구 성미산로 192 (연남동1층지1층),서울 마포구 성미산로,3982,매화,U,2019.6.21 2:40,중국식,
1,영업/정상,영업,02-333-9282,121829,서울특별시 마포구 상수동 327-7 규민빌딩,서울특별시 마포구 와우산로 23 규민빌딩 지층 (상수동),서울 마포구 와우산로,4074,처갓집양념치킨 홍대점,U,2020.12.7 22:09,호프/통닭,
1,영업/정상,영업,02-713-3340,121872,서울특별시 마포구 염리동 89-2번지 1층 ,서울특별시 마포구 숭문4길 5 (염리동 1층),서울 마포구 숭문4길,4138,처갓집양념치킨 염리점,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,02-702-6692,121812,서울특별시 마포구 도화동 25-4번지 1층 ,서울특별시 마포구 새창로 15 (도화동1층),서울 마포구 새창로,4169,처갓집양념치킨 도화점,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,02-374-9374,121877,서울특별시 마포구 중동 40-12 성산2차현대아파트,서울특별시 마포구 성암로 79 성산2차현대아파트 상가 102호,서울 마포구 성암로,3944,처갓집양념치킨 상암점,U,2021.12.1 23:08,호프/통닭,
1,영업/정상,영업,02-323-8300,121848,서울특별시 마포구 성산동 279-17번지 2층 ,서울특별시 마포구 월드컵로 164 2층 (성산동),서울 마포구 월드컵로,3965,천년각,U,2020.2.14 2:40,중국식,
1,영업/정상,영업,02-3144-5737,121865,서울특별시 마포구 연남동 228-1,서울특별시 마포구 성미산로 190 (연남동 1층),서울 마포구 성미산로,3982,천리향양꼬치,U,2019.12.8 23:01,중국식,
1,영업/정상,영업,02-3144-7779,121840,서울특별시 마포구 서교동 399-24번지 2층 ,서울특별시 마포구 양화로6길 67 2층 (서교동),서울 마포구 양화로6길,4047,천리향양꼬치,I,2018.8.31 23:59,일식,
1,영업/정상,영업,02-6338-1005,121895,서울특별시 마포구 서교동 400-11번지 ,서울특별시 마포구 양화로6길 79 (서교동 1층),서울 마포구 양화로6길,4047,천사곱창 홍대2호점,U,2018.11.7 2:37,까페,
1,영업/정상,영업,02-337-9297,121838,서울특별시 마포구 서교동 358-68번지 1층일부 ,서울특별시 마포구 와우산로21길 36-4 (서교동 1층일부),서울 마포구 와우산로21길,4040,천사곱창 홍대점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-325-2920,121839,서울특별시 마포구 서교동 391-17번지 ,서울특별시 마포구 양화로7길 12 (서교동),서울 마포구 양화로7길,4037,천이오겹살,I,2018.8.31 23:59,한식,
1,영업/정상,영업,070-8128-8856,121898,서울특별시 마포구 동교동 158-8번지 2층 ,서울특별시 마포구 월드컵북로2길 29 (동교동2층),서울 마포구 월드컵북로2길,3995,천일양꼬치양갈비 홍대역점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-703-9598,121873,서울특별시 마포구 염리동 155-12번지 ,서울특별시 마포구 백범로 122 1층 (염리동),서울 마포구 백범로,4149,천장어,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-711-3442,121050,서울특별시 마포구 마포동 302번지 ,서울특별시 마포구 마포대로4가길 54 지상1층 (마포동),서울 마포구 마포대로4가길,4176,천지식당,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-322-1020,121820,서울특별시 마포구 망원동 401-34번지 ,서울특별시 마포구 포은로 74 1층 (망원동),서울 마포구 포은로,4014,천지양꼬치,U,2019.8.23 2:40,한식,
1,영업/정상,영업,,121819,서울특별시 마포구 동교동 203-26번지 동교동근성주택 1층 ,서울특별시 마포구 월드컵북로4길 19 1층 (동교동 동교동근성주택),서울 마포구 월드컵북로4길,3992,천하의문타로,U,2019.12.29 2:40,일식,
1,영업/정상,영업,,121880,서울특별시 마포구 창전동 3-1,"서울특별시 마포구 서강로13길 43 1, 2층 (창전동)",서울 마포구 서강로13길,4061,철길 섬소년,U,2020.12.5 23:09,중국식,
1,영업/정상,영업,02-3143-2801,121880,서울특별시 마포구 창전동 4-2,서울특별시 마포구 와우산로32길 24 1층일부 (창전동),서울 마포구 와우산로32길,4061,철길왕갈비살,U,2020.12.4 0:01,한식,
1,영업/정상,영업,02-322-1247,121883,서울특별시 마포구 합정동 411-8번지 ,서울특별시 마포구 독막로 39 2층 (합정동),서울 마포구 독막로,4047,철스뮤직,I,2019.10.31 0:23,기타,
1,영업/정상,영업,02-324-7175,121895,서울특별시 마포구 서교동 402-4번지 지하1층 ,서울특별시 마포구 양화로6길 99-3 (서교동지하1층),서울 마포구 양화로6길,4048,철인7호치킨 홍대점,U,2019.10.2 2:40,한식,
1,영업/정상,영업,02-6084-9233,121840,서울특별시 마포구 서교동 396-21번지 1층 ,서울특별시 마포구 독막로3길 24-11 1층 (서교동),서울 마포구 독막로3길,4047,철판집,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121822,서울특별시 마포구 망원동 403-1,서울특별시 마포구 포은로 96 1층 (망원동),서울 마포구 포은로,4010,첫사랑 카바레,U,2019.10.31 22:04,기타,
1,영업/정상,영업,02-3142-3331,121898,서울특별시 마포구 동교동 158-11,서울특별시 마포구 동교로 188-1 (동교동 1층),서울 마포구 동교로,3995,청기와갈비 청기와생고기2호점,U,2020.12.2 23:06,한식,
1,영업/정상,영업,02-715-1474,121875,서울특별시 마포구 용강동 45-5 1층,서울특별시 마포구 토정로 296 (용강동),서울 마포구 토정로,4165,청기와타운 마포점,U,2020.12.7 0:08,한식,
1,영업/정상,영업,02-332-8086,121887,서울특별시 마포구 합정동 426-5번지 2층3층 ,서울특별시 마포구 월드컵로 33 (합정동 2층3층),서울 마포구 월드컵로,4023,청기와회관,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-324-6289,121847,서울특별시 마포구 성산동 251-14번지 ,서울특별시 마포구 성미산로 7 1층 (성산동),서울 마포구 성미산로,3971,청년다방 망원역점,I,2019.5.19 2:20,분식,
1,영업/정상,영업,02-393-4693,121859,서울특별시 마포구 아현동 282-1 새한빌딩,서울특별시 마포구 굴레방로 13 새한빌딩 1층일부 (아현동),서울 마포구 굴레방로,4117,청년다방 아현점,U,2020.12.7 22:05,분식,
1,영업/정상,영업,02-3144-1823,121838,서울특별시 마포구 서교동 356-4번지 ,서울특별시 마포구 홍익로 25 1층 101호 (서교동),서울 마포구 홍익로,4039,청년다방 홍대로데오점,I,2019.6.14 2:21,분식,
1,영업/정상,영업,02-3144-1822,121895,서울특별시 마포구 서교동 405-2,서울특별시 마포구 어울마당로 61 2층 (서교동),서울 마포구 어울마당로,4048,청년다방 서울홍대점,U,2020.12.4 0:08,분식,
1,영업/정상,영업,010-3959-1987,121816,서울특별시 마포구 동교동 152-18번지 1층 ,서울특별시 마포구 동교로 218-1 1층 (동교동),서울 마포구 동교로,3994,청년닭발1987,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,02-3144-7785,121896,서울특별시 마포구 서교동 474-27,서울특별시 마포구 월드컵로14길 56 지1층 (서교동),서울 마포구 월드컵로14길,4003,청년치킨,U,2019.11.2 0:04,기타,
1,영업/정상,영업,02-717-9109,121801,서울특별시 마포구 공덕동 111-209번지 ,서울특별시 마포구 만리재로 83-1 1층 (공덕동),서울 마포구 만리재로,4208,청년피자 공덕점,I,2019.11.2 0:23,기타,
1,영업/정상,영업,02-322-2677,121842,서울특별시 마포구 서교동 465-1번지 광남벨라스아파트 ,서울특별시 마포구 동교로 126 1층 (서교동 광남벨라스아파트),서울 마포구 동교로,4030,청년피자 마포서교점,I,2019.12.19 0:23,기타,
1,영업/정상,영업,070-8808-1159,121898,서울특별시 마포구 동교동 198-31번지 ,서울특별시 마포구 동교로 219 1층 (동교동),서울 마포구 동교로,3993,청년화로1987,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-304-1145,121835,서울특별시 마포구 상암동 1597번지,서울특별시 마포구 월드컵북로54길 17 사보이시티DMC 1층 105호 (상암동),서울 마포구 월드컵북로54길,3924,청담동마녀김밥,U,2018.9.7 23:59,기타,
1,영업/정상,영업,02-707-1113,121805,서울특별시 마포구 공덕동 385-74공덕SK리더스뷰,서울특별시 마포구 백범로31길 7 상가동 B106호 (공덕동 공덕SK리더스뷰),서울 마포구 백범로31길,4147,청담동마녀김밥 공덕점,I,2019.10.30 22:02,기타,
1,영업/정상,영업,,121881,서울특별시 마포구 창전동 103,서울특별시 마포구 서강로3길 9 1층 (창전동),서울 마포구 서강로3길,4065,청담밥상,U,2019.11.2 0:03,기타,
1,영업/정상,영업,02-718-6517,121806,서울특별시 마포구 노고산동 1-6번지 ,서울특별시 마포구 백범로1길 101 1층 (노고산동),서울 마포구 백범로1길,4104,청대문집,U,2020.2.9 2:40,한식,
1,영업/정상,영업,02-332-1904,121816,서울특별시 마포구 동교동 152-11번지 ,서울특별시 마포구 동교로 220-7 1층 (동교동),서울 마포구 동교로,3994,청록양식,I,2019.4.6 2:20,기타,
1,영업/정상,영업,02-717-2117,121803,서울특별시 마포구 공덕동 242-4번지 소담빌딩 ,서울특별시 마포구 마포대로12길 34 소담빌딩 1층 101호 (공덕동),서울 마포구 마포대로12길,4211,청명,I,2019.12.8 0:23,중국식,
1,영업/정상,영업,02-304-9091,121850,서울특별시 마포구 성산동 590-1번지 두산위브센티움 2층 201~205호 ,서울특별시 마포구 월드컵로36길 14 (성산동 두산위브센티움 2층 201~205호),서울 마포구 월드컵로36길,3938,청명가,U,2019.12.1 2:40,한식,
1,영업/정상,영업,02-707-3348,121812,서울특별시 마포구 도화동 26-3,서울특별시 마포구 새창로 26 1층 (도화동),서울 마포구 새창로,4169,청산별곱,I,2019.12.7 0:08,기타,
1,영업/정상,영업,02-717-6495,121854,서울특별시 마포구 신수동 81-21번지 ,서울특별시 마포구 백범로 38-1 (신수동 지하1층),서울 마포구 백범로,4109,청석골,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-701-3797,121806,서울특별시 마포구 노고산동 31-90번지 2층203호 ,서울특별시 마포구 백범로 13 (노고산동2층203호),서울 마포구 백범로,4101,청석골감자탕순대국,U,2018.11.17 2:37,분식,
1,영업/정상,영업,02-333-9987,121824,서울특별시 마포구 망원동 436-43번지 1층일부 ,서울특별시 마포구 방울내로7길 17 (망원동 1층일부),서울 마포구 방울내로7길,3960,매콤돈까스&칡냉면 ,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-324-9295,121903,서울특별시 마포구 망원동 416-43번지 ,서울특별시 마포구 망원로 52 (망원동),서울 마포구 망원로,4008,청아라생선구이 망원점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-332-1711,121827,서울특별시 마포구 망원동 483-23번지 1층 ,서울특별시 마포구 망원로11길 7 (망원동1층),서울 마포구 망원로11길,3964,청어람 2호점,U,2018.9.11 23:59,한식,
1,영업/정상,영업,02-332-1411,121827,서울특별시 마포구 망원동 482-3번지 1층 ,서울특별시 마포구 망원로 97 (망원동1층),서울 마포구 망원로,3963,청어람 본점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-6053-3693,121840,서울특별시 마포구 서교동 396-61번지 기단 ,서울특별시 마포구 양화로6길 57-13 지층 B01호 (서교동 기단),서울 마포구 양화로6길,4047,청염,U,2019.11.2 2:40,기타,
1,영업/정상,영업,02-335-5224,121894,서울특별시 마포구 서교동 375-25,서울특별시 마포구 양화로15안길 19 (서교동 1층),서울 마포구 양화로15안길,4031,청운,U,2020.11.30 22:09,중국식,
1,영업/정상,영업,02-2135-7783,121816,서울특별시 마포구 동교동 152-27번지 지1층일부 ,서울특별시 마포구 동교로 220-5 (동교동 지1층일부),서울 마포구 동교로,3994,청원통닭 동교점,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,02-322-1788,121897,서울특별시 마포구 합정동 372-30번지 1층우측 ,서울특별시 마포구 성지1길 18 (합정동1층우측),서울 마포구 성지1길,4071,청주식당,U,2019.5.31 2:40,한식,
1,영업/정상,영업,02-337-0994,121807,서울특별시 마포구 노고산동 57-20 1층,서울특별시 마포구 신촌로18길 9 (노고산동1층),서울 마포구 신촌로18길,4058,청진동해장국 신촌점,U,2019.11.2 0:03,한식,
1,영업/정상,영업,,121835,서울특별시 마포구 상암동 1590번지 ,서울특별시 마포구 월드컵북로 434 2층 202호 203호 (상암동),서울 마포구 월드컵북로,3922,청진생대구탕,I,2018.8.31 23:59,한식,
1,영업/정상,영업,010-7433-3839,121836,서울특별시 마포구 서교동 330-54,서울특별시 마포구 와우산로29길 56-10 지층 B103호 (서교동),서울 마포구 와우산로29길,4052,청춘닭꼬치 서교점,U,2020.12.8 23:02,한식,
1,영업/정상,영업,02-702-1399,121875,서울특별시 마포구 용강동 50-4번지 ,서울특별시 마포구 토정로 308,서울 마포구 토정로,4165,청춘구락부,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-3142-5661,121865,서울특별시 마포구 연남동 255-21번지 1층 가운데 ,서울특별시 마포구 동교로39길 4 (연남동1층 가운데),서울 마포구 동교로39길,3984,청춘물약,I,2018.8.31 23:59,한식,
1,영업/정상,영업,02-3665-9292,121830,서울특별시 마포구 상암동 15-16번지 ,서울특별시 마포구 월드컵북로48길 28-5 (상암동 1층),서울 마포구 월드컵북로48길,3930,청춘소고기,U,2019.10.18 2:40,식육(숯불구이),
1,영업/정상,영업,070-4320-0420,121867,서울특별시 마포구 연남동 383-80,서울특별시 마포구 동교로46길 42-8 1층 (연남동),서울 마포구 동교로46길,3982,청춘소년,U,2019.10.31 22:05,까페,
1,영업/정상,영업,02-336-4195,121816,서울특별시 마포구 동교동 154-22번지 ,서울특별시 마포구 양화로19길 22-4 (동교동 1층),서울 마포구 양화로19길,3994,청춘연가1992,U,2019.10.30 2:40,일식,
1,영업/정상,영업,,121835,서울특별시 마포구 상암동 1292 1층,서울특별시 마포구 성암로 195-16 (상암동),서울 마포구 성암로,3930,청춘호프,U,2019.11.1 23:08,한식,
